phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
ipo		hippo	ipo	hippo	NOM	m	s	0.41	45.61	0.41	45.61		1	2	1	5	3	CVCCV	VCV	2	6	5	3	i-po	2	V-CV	oppih	opi		NOM			1.9	1.3	hippo	1
ma-ga-sin		magasin	magaz5	magasin	NOM	m	s	60.62	65.54	51.97	45.61		1	2	1	7	6	CVCVCVC	CVCVCV	0	0	7	6	ma-ga-z5	3	CV-CV-CV	nisagam	5zagam	ma-ga-sin	NOM	96	30	2.65	2.85	magasin	1
é-cou-tai		écoutait	ekutE	écouter	VER			470.93	314.05	4.65	45.61	ind:imp:3s;	1	4	0	8	5	VCVVCVVC	VCVCV	3	6	0	0	e-ku-tE	3	V-CV-CV	tiatuocé	Etuke	é-cou-tait	VER	100	13	1.8	1.45	écouter	1
bon		bon	b§	bon	ADV			66.93	45.54	66.93	45.54		4	8	1	3	2	CVC	CV	22	27	3	2	b§	1	CV	nob	§b	bon	ADJ,ADV,NOM,ONO			1	1	bon	1
ten-dr		tendre	t@dR	tendre	ADJ		s	21.66	61.15	18.34	45.54		3	5	1	6	4	CVCCCV	CVCC	10	14	6	4	t@dR	1	CVCC	erdnet	Rd@t	ten-dre	ADJ,NOM,VER	100	19	1.3	1	tendre	1
a-per-çu		aperçut	apERsy	apercevoir	VER			34.56	233.11	0.76	45.47	ind:pas:3s;	1	8	0	7	6	VCVCCVC	VCVCCV	3	0	0	6	a-pER-sy	3	V-CVC-CV	tuçrepa	ysREpa	a-per-çut	VER	100	21	2.15	1.8	apercevoir	1
chau-d		chaude	Sod	chaud	ADJ	f	s	84.16	113.31	22.48	45.47		2	4	0	6	3	CCVVCV	CVC	5	9	0	0	Sod	1	CVC	eduahc	doS	chau-de	ADJ,NOM	100	32	1.65	1.5	chaud	1
dé-ses-poir		désespoir	dezEspwaR	désespoir	NOM	m	s	10.62	46.89	10.61	45.47		1	2	1	9	9	CVCVCCVVC	CVCVCCYVC	0	0	7	7	de-zEs-pwaR	3	CV-CVC-CYVC	riopseséd	RawpsEzed	dé-ses-poir	NOM	100	19	3.3	3.3	désespoir	1
ser		sert	sER	servir	VER			309.81	286.22	73.13	45.47	ind:pre:3s;	2	13	0	4	3	CVCC	CVC	7	35	4	3	sER	1	CVC	tres	REs	sert	NOM,VER	100	24	1.55	1	servir	1
con		con	k§	con	NOM	m	s	122.62	68.99	93.43	45.41		3	5	1	3	2	CVC	CV	19	27	3	2	k§	1	CV	noc	§k	con	ADJ,NOM,PRO:per			1	1	con	1
soin		soin	sw5	soin	NOM	m	s	71.99	68.24	54.45	45.41		1	2	1	4	3	CVVC	CYV	12	10	4	3	sw5	1	CYV	nios	5ws	soin	NOM	100	19	1.25	1.35	soin	1
jet-		jette	ZEt	jeter	VER			192.18	336.82	43.48	45.34	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	2	4	0	5	3	CVCCV	CVC	9	25	4	3	ZEt	1	CVC	ettej	tEZ	jet-te	VER,NOM	100	32	1.5	1	jeter	1
da-m		dames	dam	dame	NOM	f	p	111.2	151.35	24.7	45.2		3	7	0	5	3	CVCVC	CVC	12	21	5	3	dam	1	CVC	semad	mad	da-mes	NOM,VER	97	40	1.2	1	dame	1
dan-ger		danger	d@Ze	danger	NOM	m	s	80.61	55.27	76.73	45.2		1	2	1	6	4	CVCCVC	CVCV	4	8	6	4	d@-Ze	2	CV-CV	regnad	eZ@d	dan-ger	NOM	100	19	1.75	1.6	danger	1
pe-ti-t		petite	p°tit	petit	NOM	f	s	221.75	169.66	68.89	45.2		2	4	0	6	5	CVCVCV	CVCVC	1	0	0	0	p°-tit	2	CV-CVC	etitep	tit°p	pe-ti-te	ADJ,NOM	96	30	1.8	1.95	petit	1
ê-tr		êtres	EtR	être	NOM	m	p	100.69	122.57	21.91	45.2		1	8	0	5	3	VCCVC	VCC	1	5	0	3	EtR	1	VCC	sertê	RtE	ê-tres	NOM	100	28	1.8	1.3	être	1
les-quel		lesquels	lEkEl	lesquels	PRO:rel	m	p	10.42	47.91	10	45.14		2	4	1	8	5	CVCCVVCC	CVCVC	1	3	8	4	lE-kEl	2	CV-CVC	sleuqsel	lEkEl	les-quels	PRO:int,PRO:rel			2.8	1.85	lesquels-:rel	2
ré-pon-dai		répondait	Rep§dE	répondre	VER			251.57	466.76	4.18	45.14	ind:imp:3s;	1	3	0	9	6	CVCVCCVVC	CVCVCV	3	7	0	0	Re-p§-dE	3	CV-CV-CV	tiadnopér	Ed§peR	ré-pon-dait	VER	100	24	1.75	1.55	répondre	1
sty-l		style	stil	style	NOM	m	s	32.34	46.62	31.08	45.14		2	3	1	5	4	CCVCV	CCVC	3	6	5	4	stil	1	CCVC	elyts	lits	sty-le	NOM,VER	96	28	1.65	1.25	style	1
fran-çai-s		françaises	fR@sEz	français	ADJ	f	p	43.06	298.85	2.25	45.07		2	4	0	10	6	CCVCCVVCVC	CCVCVC	0	0	0	0	fR@-sEz	2	CCV-CVC	sesiaçnarf	zEs@Rf	fran-çai-ses	ADJ,NOM	100	26	2.8	2.35	france-ais	2
je-té		jeté	Z°te	jeter	VER	m	s	192.18	336.82	33.21	45.07	par:pas;	3	15	0	4	4	CVCV	CVCV	3	8	4	4	Z°-te	2	CV-CV	étej	et°Z	je-té	VER,ADJ,NOM	100	32	1.7	1.55	jeter	1
ren-con-tré		rencontré	R@k§tRe	rencontrer	VER	m	s	241.04	188.51	77.82	45	par:pas;	2	10	0	9	7	CVCCVCCCV	CVCVCCV	2	5	9	7	R@-k§-tRe	3	CV-CV-CCV	értnocner	eRt§k@R	ren-con-tré	VER,ADJ	100	25	2.2	1.65	rencontrer	1
mor-t		morte	mORt	mourir	VER	f	s	916.4	391.08	112.36	44.93	par:pas;	3	6	0	5	4	CVCCV	CVCC	14	14	0	0	mORt	1	CVCC	etrom	tROm	mor-te	ADJ,NOM,VER	100	19	1.1	1.2	mourir	1
li-bé-ra-tion		libération	libeRasj§	libération	NOM	f	s	8.43	45	8.31	44.86		1	2	1	10	9	CVCVCVCVVC	CVCVCVCYV	0	0	8	7	li-be-Ra-sj§	4	CV-CV-CV-CYV	noitarébil	§jsaRebil	li-bé-ra-tion	NOM	100	26	2.65	2.65	libérer-ion	2
tien		tiens	tj5	tenir	VER			504.69	741.22	110.63	44.86	imp:pre:2s;ind:pre:1s;ind:pre:2s;	5	8	0	5	3	CVVCC	CYV	8	8	5	3	tj5	1	CYV	sneit	5jt	tiens	VER,NOM,ADJ:pos,ONO,PRO:pos	100	20	1.5	1.55	tenir	1
â-t		hâte	at	hâte	NOM	f	s	18.83	45.2	18.83	44.8		2	5	1	4	2	CVCV	VC	9	24	4	2	at	1	VC	etâh	ta	hâ-te	NOM,VER	100	19	1.35	1	hâter	1
sou-dain		soudain	sud5	soudain	ADJ	m	s	13.62	65.27	9.77	44.8		2	3	1	7	4	CVVCVVC	CVCV	1	7	7	4	su-d5	2	CV-CV	niaduos	5dus	sou-dain	ADJ,ADV	100	33	1.85	1.6	soudain	1
voyon		voyons	vwaj§	voir	VER			4119.43	2401.76	127.93	44.8	imp:pre:1p;ind:pre:1p;	1	1	0	6	5	CVVVCC	CYVYV	6	7	0	0	vwa-j§	2	CYV-YV	snoyov	§jawv	voyons	VER	94	19	1.6	1.5	voir	1
bal-		balle	bal	balle	NOM	f	s	122.07	94.59	77.32	44.73		1	6	1	5	3	CVCCV	CVC	13	31	5	3	bal	1	CVC	ellab	lab	bal-le	NOM	95	21	1.1	1	balle	1
suf-i-sai		suffisait	syfizE	suffire	VER			232.08	159.39	6.56	44.66	ind:imp:3s;	1	3	0	9	6	CVCCVCVVC	CVCVCV	3	4	0	0	sy-fi-zE	3	CV-CV-CV	tiasiffus	Ezifys	suf-fi-sait	VER	96	27	2.3	1.75	suffire	1
vi-d		vides	vid	vide	ADJ		p	60.33	147.5	11.8	44.66		3	7	0	5	3	CVCVC	CVC	13	17	0	3	vid	1	CVC	sediv	div	vi-des	ADJ,NOM,VER	100	16	1.1	1	vide	1
main-te-nan		maintenant	m5t°n@	maintenir	VER			121.32	98.51	95.61	44.59	par:pre;	2	2	0	10	6	CVVCCVCVCC	CVCVCV	1	4	10	6	m5-t°-n@	3	CV-CV-CV	tnanetniam	@n°t5m	main-te-nant	ADV,VER	100	16	2.7		maintenir	1
pur		pur	pyR	pur	ADJ	m	s	58.46	90.34	26.48	44.59		1	5	1	3	3	CVC	CVC	11	22	3	3	pyR	1	CVC	rup	Ryp	pur	ADJ			1.15	1	pur	1
choi-si		choisi	Swazi	choisir	VER	m	s	170.48	133.92	58.19	44.53	par:pas;	2	10	0	6	5	CCVVCV	CYVCV	0	1	6	5	Swa-zi	2	CYV-CV	isiohc	izawS	choi-si	ADJ,VER	95	22	1.75	1.8	choisir	1
jo-li		joli	Zoli	joli	ADJ	m	s	226.45	120	94.55	44.53		1	6	1	4	4	CVCV	CVCV	3	8	4	4	Zo-li	2	CV-CV	iloj	iloZ	jo-li	ADJ	100	20	1.75	1.55	joli	1
lin-g		linge	l5Z	linge	NOM	m	s	17.04	47.3	16.75	44.53		1	2	1	5	3	CVCCV	CVC	6	9	5	3	l5Z	1	CVC	egnil	Z5l	lin-ge	NOM	100	21	1.5	1.45	linge	1
sa-v		savent	sav	savoir	VER			4516.71	2003.58	64.32	44.53	ind:pre:3p;	1	1	0	6	3	CVCVCC	CVC	5	18	0	0	sav	1	CVC	tnevas	vas	sa-vent	VER	100	20	1.65	1	savoir	1
loi		loi	lwa	loi	NOM	f	s	110.12	72.3	87.37	44.46		1	3	1	3	3	CVV	CYV	13	20	3	3	lwa	1	CYV	iol	awl	loi	NOM			1	1	loi	1
po-ch		poches	pOS	poche	NOM		p	49.65	146.28	13.42	44.46		2	4	0	6	3	CVCCVC	CVC	9	16	0	3	pOS	1	CVC	sehcop	SOp	po-ches	NOM,VER	100	17	1.3	1	poche	1
soeur		soeurs	s9R	soeur	NOM	f	p	184.99	161.01	29.76	44.46		1	2	0	6	3	CVVVCC	CVC	4	15	0	3	s9R	1	CVC	srueos	R9s	soeurs	NOM	100	19	1.75	1.05	soeur	1
po-li-ti-qu		politique	politik	politique	ADJ		s	38.09	70.81	24.89	44.39		2	4	1	9	7	CVCVCVCVV	CVCVCVC	0	1	9	7	po-li-tik	3	CV-CV-CVC	euqitilop	kitilop	po-li-ti-que	ADJ,NOM	100	22	2.4	1.95	politique	1
pui		puis	p8i	pouvoir	VER			5524.47	2659.8	146.64	44.39	ind:pre:1s;	3	5	0	4	3	CVVC	CYV	14	16	4	3	p8i	1	CYV	siup	i8p	puis	VER,ADV,CON	95	21	1	1	pouvoir	1
cou-teau		couteau	kuto	couteau	NOM	m	s	58.15	52.64	51.08	44.26		1	2	1	7	4	CVVCVVV	CVCV	0	10	7	4	ku-to	2	CV-CV	uaetuoc	otuk	cou-teau	NOM	100	31	2	1.4	couteau	1
cu-rieu		curieux	kyRj2	curieux	ADJ	m		34.36	66.22	26.11	44.26		2	2	1	7	5	CVCVVVC	CVCYV	1	1	7	5	ky-Rj2	2	CV-CYV	xueiruc	2jRyk	cu-rieux	ADJ,NOM	100	27	2.4	1.85	curieux	1
pla		plat	pla	plat	NOM		s	30.24	61.35	21.87	44.26		2	4	1	4	3	CCVC	CCV	7	16	4	3	pla	1	CCV	talp	alp	plat	ADJ,NOM	95	24	1.35	1	plat	1
sou-riai		souriait	suRjE	sourire	VER			53.97	262.91	2	44.26	ind:imp:3s;	1	3	0	8	5	CVVCVVVC	CVCYV	4	5	0	0	su-RjE	2	CV-CYV	tiairuos	EjRus	sou-riait	VER	100	26	1.75	1.7	sourire	1
chauf-eur		chauffeur	Sof9R	chauffeur	NOM	m	s	40.59	49.86	37.35	44.19		1	2	1	9	5	CCVVCCVVC	CVCVC	0	5	9	5	So-f9R	2	CV-CVC	rueffuahc	R9foS	chauf-feur	NOM	100	17	2.35	1.75	chauffer-eur	2
cos-tu-m		costume	kOstym	costume	NOM	m	s	51.42	55.88	38.95	44.19		2	4	1	7	6	CVCCVCV	CVCCVC	2	1	7	6	kOs-tym	2	CVC-CVC	emutsoc	mytsOk	cos-tu-me	NOM,VER	95	22	1.8	2.2	costume	1
du		dut	dy	devoir	VER			3232.57	1318.18	1.91	44.19	ind:pas:3s;	1	12	0	3	2	CVC	CV	20	25	0	2	dy	1	CV	tud	yd	dut	VER	95	22	1	1	devoir	1
pri		prie	pRi	prier	VER			313.12	105.74	247.29	44.19	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	1	8	0	4	3	CCVV	CCV	11	19	0	3	pRi	1	CCV	eirp	iRp	prie	VER	100	24	1	1	prier	1
té		thé	te	thé	NOM	m	s	69.01	44.86	67.84	44.19		1	6	1	3	2	CCV	CV	2	27	3	2	te	1	CV	éht	et	thé	NOM			1.7	1	thé	1
di-s		disent	diz	dire	VER			5946.15	4832.5	88.46	44.12	ind:pre:3p;sub:pre:3p;	1	3	0	6	3	CVCVCC	CVC	8	22	0	0	diz	1	CVC	tnesid	zid	di-sent	VER	100	23	1.55	1	dire	1
dé-pi		dépit	depi	dépit	NOM	m	s	5.82	44.12	5.82	44.12		1	1	1	5	4	CVCVC	CVCV	7	14	5	4	de-pi	2	CV-CV	tipéd	iped	dé-pit	NOM	86	22	1.5	1.1	dépiter	1
puis-an-c		puissance	p8is@s	puissance	NOM	f	s	33.69	55.2	30.37	44.12		1	2	1	9	6	CVVCCVCCV	CYVCVC	1	1	8	6	p8i-s@s	2	CYV-CVC	ecnassiup	s@si8p	puis-san-ce	NOM	100	23	2.35	1.85	puissance	1
ra-g		rage	RaZ	rage	NOM	f	s	15.97	45.34	15.54	44.12		2	5	1	4	3	CVCV	CVC	18	25	4	3	RaZ	1	CVC	egar	ZaR	ra-ge	NOM,VER	100	25	1	1	rager	1
bon-		bonne	bOn	bonne	NOM	f	s	59.44	55.2	53.18	43.99		2	4	1	5	3	CVCCV	CVC	11	18	5	3	bOn	1	CVC	ennob	nOb	bon-ne	ADJ,NOM	100	25	1.25	1	bonne	1
a-dres-		adresse	adREs	adresse	NOM	f	s	73.92	49.8	67.28	43.92		2	5	1	7	5	VCCVCCV	VCCVC	3	1	7	5	a-dREs	2	V-CCVC	esserda	sERda	a-dres-se	NOM,VER	100	30	1.6	1.6	adresse	1
ren-con-trer		rencontrer	R@k§tRe	rencontrer	VER			241.04	188.51	82.72	43.92	inf;;	1	10	1	10	7	CVCCVCCCVC	CVCVCCV	2	5	10	7	R@-k§-tRe	3	CV-CV-CCV	rertnocner	eRt§k@R	ren-con-trer	VER	100	25	1.75	1.65	rencontrer	1
es-pè-r		espère	EspER	espérer	VER			301.08	134.93	209.19	43.85	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	1	3	0	6	5	VCCVCV	VCCVC	1	2	0	0	Es-pER	2	VC-CVC	erèpse	REpsE	es-pè-re	VER	100	21	1.9	1.85	espérer	1
for		fort	fOR	fort	ADJ	m	s	95.28	140.27	27.93	43.85		3	9	1	4	3	CVCC	CVC	12	20	4	3	fOR	1	CVC	trof	ROf	fort	ADJ,ADV,NOM	100	18	1.1	1	fort	1
gri		grille	gRij	grille	NOM	f	s	11.01	58.24	9.09	43.85		2	5	1	6	4	CCVCCV	CCVY	7	13	6	4	gRij	1	CCVY	ellirg	jiRg	gril-le	NOM,VER	100	21	1.3	1	grille	1
nu		nue	ny	nu	ADJ	f	s	49.87	168.04	15.23	43.85		3	9	0	3	2	CVV	CV	18	25	0	2	ny	1	CV	eun	yn	nue	ADJ,NOM,VER			1	1	nu	1
re-voir		revoir	R°vwaR	revoir	VER			162.84	139.46	75.13	43.85	ind:imp:3s;inf;	2	2	1	6	6	CVCVVC	CVCYVC	6	4	6	6	R°-vwaR	2	CV-CYVC	riover	Rawv°R	re-voir	NOM,VER	100	23	1.65	1.7	revoir	1
qua-ran-t		quarante	kaR@t	quarante	ADJ:num			8.16	43.78	8.16	43.78		2	2	1	8	5	CVVCVCCV	CVCVC	0	8	8	5	ka-R@t	2	CV-CVC	etnarauq	t@Rak	qua-ran-te	ADJ:num,NOM			2.7	1.45	quarante-:num	2
rap-or		rapports	RapOR	rapport	NOM	m	p	140.08	130.95	24.51	43.72		1	2	0	8	5	CVCCVCCC	CVCVC	3	3	0	5	Ra-pOR	2	CV-CVC	stroppar	ROpaR	rap-ports	NOM	100	27	1.65	1.75	re-a-porter	3
char-m		charme	SaRm	charme	NOM	m	s	22.92	53.45	19.7	43.65		2	5	1	6	4	CCVCCV	CVCC	6	8	6	4	SaRm	1	CVCC	emrahc	mRaS	char-me	NOM,VER	100	17	1.5	1.3	charme	1
é-ro		héros	eRo	héros	NOM	m		76.58	52.77	66.17	43.65		1	4	1	5	3	CVCVC	VCV	2	13	5	3	e-Ro	2	V-CV	soréh	oRe	hé-ros	NOM	90	30	1.75	1	héros	1
ri-deau		rideau	Rido	rideau	NOM	m	s	19.11	84.53	10.81	43.65		1	2	1	6	4	CVCVVV	CVCV	1	10	5	4	Ri-do	2	CV-CV	uaedir	odiR	ri-deau	NOM	92	26	1.9	1.45	rideau	1
re-po		repos	R°po	repos	NOM	m		42.29	43.58	42.29	43.58		1	1	1	5	4	CVCVC	CVCV	2	6	5	4	R°-po	2	CV-CV	soper	op°R	re-pos	NOM	100	20	1.7	1.6	re-poser	2
sep-tem-br		septembre	sEpt@bR	septembre	NOM	m		16.01	43.58	16.01	43.58		1	1	1	9	7	CVCCVCCCV	CVCCVCC	0	0	9	7	sEp-t@bR	2	CVC-CVCC	erbmetpes	Rb@tpEs	sep-tem-bre	NOM	100	20	3.9	3.05	septembre	1
com-an-de-men		commandement	kom@d°m@	commandement	NOM	m	s	20.47	47.23	18.13	43.51		1	2	1	12	8	CVCCVCCVCVCC	CVCVCVCV	0	1	9	7	ko-m@-d°-m@	4	CV-CV-CV-CV	tnemednammoc	@m°d@mok	com-man-de-ment	NOM	95	24	2.8		co-mander-ment	3
con-ti-nuer		continuer	k§tin8e	continuer	VER			269.95	282.77	82.29	43.51	inf;	1	5	1	9	7	CVCCVCVVC	CVCVCYV	3	5	9	7	k§-ti-n8e	3	CV-CV-CYV	reunitnoc	e8nit§k	con-ti-nuer	VER	96	27	1.75	1.75	continuer	1
re-tar		retard	R°taR	retard	NOM	m	s	126.45	46.62	125.65	43.45		1	2	1	6	5	CVCVCC	CVCVC	2	10	6	5	R°-taR	2	CV-CVC	drater	Rat°R	re-tard	NOM	94	17	1.7	1.45	re-tard	2
vou-drai		voudrait	vudRE	vouloir	VER			5249.3	1640.14	44.48	43.45	cnd:pre:3s;	1	4	0	8	5	CVVCCVVC	CVCCV	5	9	0	0	vu-dRE	2	CV-CCV	tiarduov	ERduv	vou-drait	VER	94	17	1.7	1.35	vouloir	1
of-i-cier		officiers	ofisje	officier	NOM	m	p	55.35	79.05	19.87	43.38		1	4	0	9	6	VCCVCVVCC	VCVCYV	1	5	0	6	o-fi-sje	3	V-CV-CYV	sreiciffo	ejsifo	of-fi-ciers	NOM	88	18	2.25	1.7	officier	1
seul		seul	s9l	seul	NOM	m	s	102.45	75.07	60.76	43.38		2	8	1	4	3	CVVC	CVC	2	11	4	3	s9l	1	CVC	lues	l9s	seul	ADJ,NOM	100	27	1.7	1.4	seul	1
é-tu-d		études	etyd	étude	NOM	f	p	44.22	63.04	32.87	43.38		1	2	0	6	4	VCVCVC	VCVC	2	3	0	4	e-tyd	2	V-CVC	seduté	dyte	é-tu-des	NOM	96	26	1.8	1.8	étude	1
sau-ter		sauter	sote	sauter	VER			123.03	134.59	57.89	43.31	inf;	1	12	1	6	4	CVVCVC	CVCV	7	22	6	4	so-te	2	CV-CV	retuas	etos	sau-ter	VER	100	26	1.5	1	sauter	1
chaî-n		chaîne	SEn	chaîne	NOM	f	s	38.8	57.77	28.4	43.24		1	4	1	6	3	CCVVCV	CVC	1	22	6	3	SEn	1	CVC	enîahc	nES	chaî-ne	NOM	94	17	1.9	1	chaîne	1
pré-pa-rer		préparer	pRepaRe	préparer	VER			174.33	154.12	46.71	43.24	inf;;inf;;inf;;	1	6	1	8	7	CCVCVCVC	CCVCVCV	2	4	7	7	pRe-pa-Re	3	CCV-CV-CV	rerapérp	eRapeRp	pré-pa-rer	VER	100	19	1.75	1.6	préparer	1
a-finde		afin de	af5d°	afin de	PRE			15.64	43.18	15.64	43.18		1	1	1	7	5	VCVC CV	VCVCV	0	0	7	5	a-f5-d°	3	V-CV-CV	ed nifa	°d5fa	a-fin de	PRE			2.8		afin-de	2
bain		bain	b5	bain	NOM	m	s	74.48	83.04	50.52	43.11		1	4	1	4	2	CVVC	CV	13	26	4	2	b5	1	CV	niab	5b	bain	NOM	100	19	1.1	1	bain	1
ver		vers	vER	vers	NOM	m	p	29.91	43.04	29.91	43.04		2	11	1	4	3	CVCC	CVC	6	22	4	3	vER	1	CVC	srev	REv	vers	NOM,PRE	100	20	1.3	1	vers	1
au-to-n		automne	otOn	automne	NOM	m	s	16.91	43.65	16.88	42.97		1	2	1	7	4	VVCVCCV	VCVC	0	4	7	4	o-tOn	2	V-CVC	enmotua	nOto	au-tom-ne	NOM	100	10	2.55	1.75	automne	1
fleur		fleur	fl9R	fleur	NOM	f	s	99.75	164.39	25.2	42.97		1	4	1	5	4	CCVVC	CCVC	1	6	5	4	fl9R	1	CCVC	ruelf	R9lf	fleur	NOM	100	28	1.7	1.1	fleur	1
nor-mal		normal	nORmal	normal	ADJ	m	s	127.15	62.77	90.98	42.97		2	6	1	6	6	CVCCVC	CVCCVC	0	0	6	6	nOR-mal	2	CVC-CVC	lamron	lamROn	nor-mal	ADJ,NOM	100	18	1.9	1.95	norme-al	2
pail-		paille	paj	paille	NOM	f	s	9.43	44.05	8.57	42.97		2	3	1	6	3	CVVCCV	CVY	10	26	6	3	paj	1	CVY	elliap	jap	pail-le	ADJ,NOM	90	22	1.1	1	paille	1
sou-rian		souriant	suRj@	sourire	VER			53.97	262.91	1.69	42.97	par:pre;	2	3	0	8	5	CVVCVVCC	CVCYV	4	6	6	4	su-Rj@	2	CV-CYV	tnairuos	@jRus	sou-riant	ADJ,VER	100	26	1.7	1.6	sourire	1
co-lo-nel		colonel	kolonEl	colonel	NOM	m	s	103.7	47.03	102.86	42.91		1	3	1	7	7	CVCVCVC	CVCVCVC	0	1	6	7	ko-lo-nEl	3	CV-CV-CVC	lenoloc	lEnolok	co-lo-nel	NOM	94	17	2.05	2	colonel	1
fraî-ch		fraîche	fRES	frais	ADJ	f	s	46.43	111.69	13.59	42.91		2	4	0	7	4	CCVVCCV	CCVC	2	12	0	0	fRES	1	CCVC	ehcîarf	SERf	fraî-che	ADJ,NOM	100	17	1.9	1.2	frais	1
poil		poil	pwal	poil	NOM	m	s	39.33	76.01	27.09	42.91		1	6	1	4	4	CVVC	CYVC	4	6	4	4	pwal	1	CYVC	liop	lawp	poil	NOM	100	13	1.6	1.3	poil	1
ri-r		rires	RiR	rire	NOM	m	p	38.88	155.47	16.09	42.91		1	4	0	5	3	CVCVC	CVC	20	24	0	3	RiR	1	CVC	serir	RiR	ri-res	NOM	100	15	1	1	rire	1
om-br		ombres	§bR	ombre	NOM		p	45.67	233.45	9.7	42.84		2	5	0	6	3	VCCCVC	VCC	3	3	0	3	§bR	1	VCC	serbmo	Rb§	om-bres	NOM,VER	94	17	1.65	1.45	ombre	1
sé-rieu		sérieux	seRj2	sérieux	ADJ	m		110.48	66.01	80.99	42.84		2	2	1	7	5	CVCVVVC	CVCYV	0	2	7	5	se-Rj2	2	CV-CYV	xueirés	2jRes	sé-rieux	ADJ,NOM	100	26	2.25	1.8	série-eux	2
ap-ro-cha		approcha	apRoSa	approcher	VER			117.65	196.15	1.09	42.7	ind:pas:3s;	1	2	0	8	6	VCCCVCCV	VCCVCV	2	5	0	0	a-pRo-Sa	3	V-CCV-CV	ahcorppa	aSoRpa	ap-pro-cha	VER	100	20	1.8	1.6	approcher	1
fou-tr		foutre	futR	foutre	VER			400.67	172.3	97.99	42.7	inf;;	2	2	1	6	4	CVVCCV	CVCC	9	14	6	4	futR	1	CVCC	ertuof	Rtuf	fou-tre	NOM,VER	90	21	1.4	1	foutre	1
là-au		là-haut	lao	là-haut	ADV			67.78	42.7	67.78	42.7		1	2	1	7	3	CV-CVVC	CVV	0	14	4	3	la-o	2	CV-V	tuah-àl	oal	là-haut	ADV			3.5	1.05	là-haut	2
na-tio-nal		national	nasjonal	national	ADJ	m	s	34.61	98.04	12.23	42.7		2	6	1	8	8	CVCVVCVC	CVCYVCVC	1	0	8	8	na-sjo-nal	3	CV-CYV-CVC	lanoitan	lanojsan	na-tio-nal	ADJ,NOM	100	23	2.45	2.65	nation-al	2
pû		pût	py	pouvoir	VER			5524.47	2659.8	0.5	42.7	sub:imp:3s;	1	9	0	3	2	CVC	CV	13	25	0	2	py	1	CV	tûp	yp	pût	VER	95	21	1.3	1	pouvoir	1
qua-li-té		qualité	kalite	qualité	NOM	f	s	29.13	59.12	20.84	42.7		1	2	1	7	6	CVVCVCV	CVCVCV	1	4	7	6	ka-li-te	3	CV-CV-CV	étilauq	etilak	qua-li-té	NOM	100	28	2.3	1.7	qualité	1
im-é-dia-te-men		immédiatement	imedjat°m@	immédiatement	ADV			56.35	42.64	56.35	42.64		1	1	1	13	10	VCCVCVVCVCVCC	VCVCYVCVCV	0	0	10	9	i-me-dja-t°-m@	5	V-CV-CYV-CV-CV	tnemetaidémmi	@m°tajdemi	im-mé-dia-te-ment	ADV			4.45		immédiatement	1
jeu		jeux	Z2	jeu	NOM	m	p	190.44	173.31	33.65	42.64		1	2	0	4	2	CVVC	CV	6	23	0	2	Z2	1	CV	xuej	2Z	jeux	NOM			1.6	1	jouer	1
pri-s		prise	pRiz	prendre	VER	f	s	1913.83	1466.42	38.26	42.64	par:pas;	4	9	0	5	4	CCVCV	CCVC	12	13	5	4	pRiz	1	CCVC	esirp	ziRp	pri-se	VER,ADJ,NOM	95	24	1	1	prendre	1
si-len-cieu		silencieux	sil@sj2	silencieux	ADJ	m		12.01	74.05	8.3	42.64		2	2	1	10	7	CVCVCCVVVC	CVCVCYV	0	0	10	7	si-l@-sj2	3	CV-CV-CYV	xueicnelis	2js@lis	si-len-cieux	ADJ,NOM	95	20	3.5	2.7	silencieux	1
u-n		une	yn	une	ADJ:num			14.54	42.64	14.54	42.64		4	7	1	3	2	VCV	VC	4	14	3	2	yn	1	VC	enu	ny	u-ne	ADJ:num,ART:ind,NOM,PRO:ind			1.25	1	une-:num	2
voyan		voyant	vwaj@	voir	VER			4119.43	2401.76	17.16	42.64	par:pre;	3	5	0	6	5	CVVVCC	CYVYV	5	8	6	5	vwa-j@	2	CYV-YV	tnayov	@jawv	voyant	VER,ADJ,NOM	94	19	1.6	1.35	voir	1
ri-ch		riche	RiS	riche	ADJ		s	73.85	65.47	54.28	42.57		2	4	1	5	3	CVCCV	CVC	8	24	5	3	RiS	1	CVC	ehcir	SiR	ri-che	ADJ,NOM	100	23	1.45	1	riche	1
ry-t-m		rythme	Ritm	rythme	NOM	m	s	20.43	45.95	19.15	42.57		2	4	1	6	4	CVCCCV	CVCC	1	0	6	4	Ritm	1	CVCC	emhtyr	mtiR	ry-th-me	NOM,VER	95	23	2.05	1.75	rythme	1
