phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
		pince	p5s	pince	NOM	f	s	9	14.73	5.62	7.64		2	5	1	5	3	CVCCV	CVC	7	12	5	3	p5s	1	CVC	ecnip	s5p	pin-ce	NOM,VER	100	24	1.3	1	pince	1
		pinceaux	p5so	pinceau	NOM	m	p	4.59	17.91	1.63	7.64		1	2	0	8	4	CVCCVVVC	CVCV	2	8	0	4	p5-so	2	CV-CV	xuaecnip	os5p	pin-ceaux	NOM	95	23	2.2	1.55	pinceau	1
		portés	pORte	porter	VER	m	p	319.98	474.93	2.7	7.64	par:pas;	1	10	0	6	5	CVCCVC	CVCCV	5	11	0	5	pOR-te	2	CVC-CV	sétrop	etROp	por-tés	VER	100	23	1.6	1	porter	1
		prêtes	pREt	prêt	ADJ	f	p	314.64	121.28	10.78	7.64		2	5	0	6	4	CCVCVC	CCVC	7	15	0	0	pREt	1	CCVC	setêrp	tERp	prê-tes	ADJ,VER	100	26	1.45	1	prêt	1
		punition	pynisj§	punition	NOM	f	s	13.16	9.46	11.97	7.64		1	3	1	8	7	CVCVCVVC	CVCVCYV	1	1	7	6	py-ni-sj§	3	CV-CV-CYV	noitinup	§jsinyp	pu-ni-tion	NOM	100	19	2.3	1.85	punir-ion	2
		rapportait	RapORtE	rapporter	VER			56.99	62.43	1.12	7.64	ind:imp:3s;	1	4	0	10	7	CVCCVCCVVC	CVCVCCV	2	6	0	0	Ra-pOR-tE	3	CV-CVC-CV	tiatroppar	EtROpaR	rap-por-tait	VER	100	24	2	1.5	rapporter	1
		rassurant	RasyR@	rassurant	ADJ	m	s	3.16	16.69	2.81	7.64		2	3	1	9	6	CVCCVCVCC	CVCVCV	2	4	7	6	Ra-sy-R@	3	CV-CV-CV	tnarussar	@RysaR	ras-su-rant	ADJ,VER	93	31	1.8	1.6	rassurant	1
		renverser	R@vERse	renverser	VER			24.02	39.46	7	7.64	inf;	1	10	1	9	7	CVCCVCCVC	CVCVCCV	2	5	9	7	R@-vER-se	3	CV-CVC-CV	resrevner	esREv@R	ren-ver-ser	VER	100	14	1.7	1.65	renverser	1
		retenue	R°t°ny	retenue	NOM	f	s	3.74	8.04	3.47	7.64		3	10	1	7	6	CVCVCVV	CVCVCV	3	5	7	6	R°-t°-ny	3	CV-CV-CV	euneter	yn°t°R	re-te-nue	VER,ADJ,NOM	92	25	1.75		retenue	1
		revinrent	R°v5R	revenir	VER			618.62	490.54	0.47	7.64	ind:pas:3p;	1	1	0	9	5	CVCVCCVCC	CVCVC	2	5	0	0	R°-v5R	2	CV-CVC	tnerniver	R5v°R	re-vin-rent	VER	100	27	1.85	1.65	revenir	1
		romantique	Rom@tik	romantique	ADJ		s	22.48	10.27	20.58	7.64		2	4	1	10	7	CVCVCCVCVV	CVCVCVC	0	0	10	7	Ro-m@-tik	3	CV-CV-CVC	euqitnamor	kit@moR	ro-man-ti-que	ADJ,NOM	100	25	2.6	2.45	romantique	1
		régner	ReNe	régner	VER			22.75	47.43	5.52	7.64	inf;	1	3	1	6	4	CVCCVC	CVCV	3	13	5	4	Re-Ne	2	CV-CV	rengér	eNeR	ré-gner	VER	82	23	1.8	1.35	régner	1
		sentinelle	s@tinEl	sentinelle	NOM	f	s	4.5	12.57	2.91	7.64		1	2	1	10	7	CVCCVCVCCV	CVCVCVC	0	0	8	6	s@-ti-nEl	3	CV-CV-CVC	ellenitnes	lEnit@s	sen-ti-nel-le	NOM	90	31	3.35	2.45	sentinelle	1
		servant	sERv@	servir	VER			309.81	286.22	2.2	7.64	par:pre;	3	5	0	7	5	CVCCVCC	CVCCV	3	10	6	5	sER-v@	2	CVC-CV	tnavres	@vREs	ser-vant	ADJ,NOM,VER	100	24	1.75	1.35	servir	1
		sirop	siRo	sirop	NOM	m	s	5.75	8.18	5.7	7.64		1	3	1	5	4	CVCVC	CVCV	0	21	5	4	si-Ro	2	CV-CV	poris	oRis	si-rop	NOM	100	25	1.95	1	sirop	1
		soufflé	sufle	souffler	VER	m	s	28.33	83.65	3.4	7.64	par:pas;	3	12	0	7	5	CVVCCCV	CVCCV	2	6	7	5	su-fle	2	CV-CCV	élffuos	elfus	souf-flé	VER,ADJ,NOM	100	27	1.8	1.5	souffler	1
		timbres	t5bR	timbre	NOM	m	p	7.86	20.81	6.04	7.64		1	3	0	7	4	CVCCCVC	CVCC	2	1	0	4	t5bR	1	CVCC	serbmit	Rb5t	tim-bres	NOM	100	29	1.8	1.75	timbre	1
		trouvés	tRuve	trouver	VER	m	p	1335.49	972.5	10.85	7.64	par:pas;par:pas;par:pas;	2	10	0	7	5	CCVVCVC	CCVCV	4	7	0	5	tRu-ve	2	CCV-CV	sévuort	evuRt	trou-vés	VER,ADJ	100	19	1.65	1.45	trouver	1
		témoigner	temwaNe	témoigner	VER			24.29	25.68	13.36	7.64	inf;;	1	7	1	9	7	CVCVVCCVC	CVCYVCV	2	3	8	7	te-mwa-Ne	3	CV-CYV-CV	rengiomét	eNawmet	té-moi-gner	VER	100	27	2	2.2	témoigner	1
		vapeurs	vap9R	vapeur	NOM		p	8.02	26.76	1.85	7.64		1	2	0	7	5	CVCVVCC	CVCVC	3	8	0	4	va-p9R	2	CV-CVC	sruepav	R9pav	va-peurs	NOM	100	17	1.8	1.55	vapeur	1
		verrou	veRu	verrou	NOM	m	s	5.28	12.03	3.54	7.64		1	2	1	6	4	CVCCVV	CVCV	0	6	6	4	ve-Ru	2	CV-CV	uorrev	uRev	ver-rou	NOM	92	25	2.1	1.65	verrou	1
		vivions	vivj§	vivre	VER			510.19	460.34	2.69	7.64	ind:imp:1p;	1	1	0	7	5	CVCVVCC	CVCYV	2	3	0	0	vi-vj§	2	CV-CYV	snoiviv	§jviv	vi-vions	VER	93	16	1.8	1.8	vivre	1
		vivons	viv§	vivre	VER			510.19	460.34	12.4	7.64	imp:pre:1p;ind:pre:1p;	1	1	0	6	4	CVCVCC	CVCV	3	8	0	0	vi-v§	2	CV-CV	snoviv	§viv	vi-vons	VER	93	16	1.7	1.4	vivre	1
		ère	ER	ère	NOM	f	s	13.23	7.84	12.91	7.64		1	15	1	3	2	VCV	VC	4	19	2	2	ER	1	VC	erè	RE	è-re	NOM			1.4	1	ère	1
		éclatante	eklat@t	éclatant	ADJ	f	s	3.62	20.14	1.88	7.64		1	2	0	9	7	VCCVCVCCV	VCCVCVC	1	0	0	0	e-kla-t@t	3	V-CCV-CVC	etnatalcé	t@talke	é-cla-tan-te	ADJ	100	25	2.4	1.95	éclatant	1
		élie	eli	élier	VER			0.05	8.99	0.01	7.64	imp:pre:2s;ind:pre:3s;	1	3	0	4	3	VCVV	VCV	6	11	0	0	e-li	2	V-CV	eilé	ile	é-lie	VER			1.4	1.1	élier	1
		éloignant	elwaN@	éloigner	VER			41.15	133.11	0.65	7.64	par:pre;	1	1	0	9	6	VCVVCCVCC	VCYVCV	2	4	0	0	e-lwa-N@	3	V-CYV-CV	tnangiolé	@Nawle	é-loi-gnant	VER	96	30	2	1.7	éloigner	1
		épargner	epaRNe	épargner	VER			26.39	25.95	6.9	7.64	inf;;	1	7	1	8	6	VCVCCCVC	VCVCCV	2	4	8	6	e-paR-Ne	3	V-CVC-CV	rengrapé	eNRape	é-par-gner	VER	100	22	1.9	1.75	épargner	1
		étalage	etalaZ	étalage	NOM	m	s	2.22	11.42	1.95	7.64		1	2	1	7	6	VCVCVCV	VCVCVC	1	0	7	6	e-ta-laZ	3	V-CV-CVC	egalaté	Zalate	é-ta-la-ge	NOM	100	14	1.9	1.95	étal-age	2
		éveille	evEj	éveiller	VER			17.28	55.27	2.49	7.64	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	5	0	7	4	VCVVCCV	VCVY	2	3	0	4	e-vEj	2	V-CVY	ellievé	jEve	é-veil-le	VER	92	26	1.6	1.5	éveiller	1
		actrice	aktRis	acteur	NOM	f	s	74.77	38.31	23.83	7.57		1	2	0	7	6	VCCCVCV	VCCCVC	0	0	0	0	ak-tRis	2	VC-CCVC	ecirtca	siRtka	ac-tri-ce	NOM	95	24	2.25	1.95	acteur	1
		adolescente	adoles@t	adolescent	NOM	f	s	6.84	25.2	1.59	7.57		2	4	0	11	8	VCVCVCCVCCV	VCVCVCVC	2	1	0	0	a-do-le-s@t	4	V-CV-CV-CVC	etnecseloda	t@seloda	a-do-les-cen-te	ADJ,NOM	100	21	3.15	2.8	adolescent	1
		amicale	amikal	amical	ADJ	f	s	9.88	23.04	3.67	7.57		2	6	0	7	6	VCVCVCV	VCVCVC	1	2	7	6	a-mi-kal	3	V-CV-CVC	elacima	lakima	a-mi-ca-le	ADJ,NOM	100	25	2.25	2.05	amical	1
		anecdotes	anEkdOt	anecdote	NOM	f	p	2.12	12.91	0.99	7.57		1	2	0	9	7	VCVCCVCVC	VCVCCVC	0	0	0	7	a-nEk-dOt	3	V-CVC-CVC	setodcena	tOdkEna	a-nec-do-tes	NOM	100	20	3.5	3.15	anecdote	1
		boulangerie	bul@Z°Ri	boulangerie	NOM	f	s	4.01	8.04	3.76	7.57		1	2	1	11	8	CVVCVCCVCVV	CVCVCVCV	0	0	10	6	bu-l@-Z°-Ri	4	CV-CV-CV-CV	eiregnaluob	iR°Z@lub	bou-lan-ge-rie	NOM	100	21	3.1		boulanger-ie	2
		brute	bRyt	brute	NOM	f	s	14.03	12.09	9.04	7.57		2	9	1	5	4	CCVCV	CCVC	5	9	5	4	bRyt	1	CCVC	eturb	tyRb	bru-te	ADJ,NOM	87	16	1.55	1.35	brute	1
		casques	kask	casque	NOM	m	p	15.42	29.19	3.32	7.57		2	5	0	7	4	CVCCVVC	CVCC	8	13	0	4	kask	1	CVCC	seuqsac	ksak	cas-ques	NOM,VER	100	17	1.4	1	casque	1
		china	Sina	chiner	VER			0.81	8.45	0.76	7.57	ind:pas:3s;	1	1	0	5	4	CCVCV	CVCV	4	11	0	0	Si-na	2	CV-CV	anihc	aniS	chi-na	VER	82	17	1.7	1.25	chiner	1
		collées	kole	coller	VER	f	p	51.31	107.16	1.19	7.57	par:pas;	1	7	0	7	4	CVCCVVC	CVCV	1	22	0	4	ko-le	2	CV-CV	seélloc	elok	col-lées	VER	100	29	1.8	1	coller	1
		concevoir	k§s°vwaR	concevoir	VER			18.75	27.84	3.14	7.57	inf;	1	1	1	9	8	CVCCVCVVC	CVCVCYVC	0	0	7	6	k§-s°-vwaR	3	CV-CV-CYVC	riovecnoc	Rawv°s§k	con-ce-voir	VER	95	20	2.85		concevoir	1
		contrôler	k§tRole	contrôler	VER			61.13	21.01	24.91	7.57	inf;	2	7	1	9	7	CVCCCVCVC	CVCCVCV	2	5	9	7	k§-tRo-le	3	CV-CCV-CV	relôrtnoc	eloRt§k	con-trô-ler	VER	100	27	1.85	1.55	contrôler	1
		coucha	kuSa	coucher	VER			181.96	196.22	0.41	7.57	ind:pas:3s;	1	2	0	6	4	CVVCCV	CVCV	7	15	0	0	ku-Sa	2	CV-CV	ahcuoc	aSuk	cou-cha	VER	100	20	1.55	1	coucher	1
		croiser	kRwaze	croiser	VER			28.84	76.35	4.76	7.57	inf;;	1	14	1	7	6	CCVVCVC	CCYVCV	4	7	7	6	kRwa-ze	2	CCYV-CV	resiorc	ezawRk	croi-ser	VER	100	14	1.65	1.55	croiser	1
		dentelles	d@tEl	dentelle	NOM	f	p	3.78	25.07	0.73	7.57		1	2	0	9	5	CVCCVCCVC	CVCVC	1	4	0	5	d@-tEl	2	CV-CVC	selletned	lEt@d	den-tel-les	NOM	96	27	2.4	1.75	dentelle	1
		duvet	dyvE	duvet	NOM	m	s	1.7	8.85	1.58	7.57		1	2	1	5	4	CVCVC	CVCV	0	6	5	4	dy-vE	2	CV-CV	tevud	Evyd	du-vet	NOM	94	19	1.9	1.7	duvet	1
		dérober	deRobe	dérober	VER			7.15	27.23	2.08	7.57	inf;;	1	10	1	7	6	CVCVCVC	CVCVCV	3	5	7	6	de-Ro-be	3	CV-CV-CV	reboréd	eboRed	dé-ro-ber	VER	93	16	1.75	1.7	dérober	1
		enfermée	@fERme	enfermer	VER	f	s	58.81	69.86	8.38	7.57	par:pas;	2	10	0	8	6	VCCVCCVV	VCVCCV	2	4	0	6	@-fER-me	3	V-CVC-CV	eémrefne	emREf@	en-fer-mée	VER,ADJ	100	23	1.7	1.55	enfermer	1
		enfoui	@fwi	enfouir	VER	m	s	4.3	26.76	1.04	7.57	par:pas;	2	9	0	6	4	VCCVVV	VCYV	0	1	6	4	@-fwi	2	V-CYV	iuofne	iwf@	en-foui	ADJ,VER	100	19	1.75	1.75	enfouir	1
		exemplaire	Egz@plER	exemplaire	ADJ		s	4.42	9.12	4.06	7.57		2	4	1	10	8	VCVCCCVVCV	VCCVCCVC	0	0	10	8	Eg-z@-plER	3	VC-CV-CCVC	erialpmexe	RElp@zgE	exem-plai-re	ADJ,NOM	100	24	3.65	3.1	exemplaire	1
		exemplaires	Egz@plER	exemplaire	NOM	m	p	6.32	14.26	2.52	7.57		2	4	0	11	8	VCVCCCVVCVC	VCCVCCVC	0	0	0	8	Eg-z@-plER	3	VC-CV-CCVC	serialpmexe	RElp@zgE	exem-plai-res	ADJ,NOM	83	18	3.8	3.1	exemplaire	1
		fiche	fiS	fiche	NOM	f	s	10.46	14.73	7.45	7.57		2	5	1	5	3	CVCCV	CVC	9	21	5	3	fiS	1	CVC	ehcif	Sif	fi-che	NOM,VER	100	20	1.25	1	fiche	1
		fleuves	fl9v	fleuve	NOM	m	p	21.58	46.89	1.77	7.57		1	2	0	7	4	CCVVCVC	CCVC	0	4	0	4	fl9v	1	CCVC	sevuelf	v9lf	fleu-ves	NOM	100	24	1.95	1.8	fleuve	1
		flocons	flok§	flocon	NOM	m	p	2.61	8.92	2.42	7.57		1	2	0	7	5	CCVCVCC	CCVCV	1	3	0	5	flo-k§	2	CCV-CV	snocolf	§kolf	flo-cons	NOM	100	19	2.3	1.8	flocon	1
		foutez	fute	foutre	VER			400.67	172.3	32.65	7.57	imp:pre:2p;ind:pre:2p;	1	1	0	6	4	CVVCVC	CVCV	3	25	0	0	fu-te	2	CV-CV	zetuof	etuf	fou-tez	VER	90	21	1.7	1	foutre	1
		froideur	fRwad9R	froideur	NOM	f	s	1.94	7.84	1.94	7.57		1	2	1	8	7	CCVVCVVC	CCYVCVC	1	2	7	6	fRwa-d9R	2	CCYV-CVC	ruediorf	R9dawRf	froi-deur	NOM	100	21	1.95	2.05	froideur	1
		gonzesse	g§zEs	gonzesse	NOM	f	s	11.29	15.61	7.74	7.57		1	2	1	8	5	CVCCVCCV	CVCVC	0	0	6	4	g§-zEs	2	CV-CVC	esseznog	sEz§g	gon-zes-se	NOM	96	28	2.8	2.55	gonzesse	1
		haut-commissaire	okomisER	haut-commissaire	NOM	m	s	0.03	7.97	0.03	7.57		1	2	1	16	8	CVVC-CVCCVCCVVCV	VCVCVCVC	0	0	14	7	o-ko-mi-sER	4	V-CV-CV-CVC	eriassimmoc-tuah	REsimoko	haut-commissaire	NOM			7	2.8	haut-commissaire	2
		héroïque	eRoik	héroïque	ADJ		s	4.73	11.28	3.31	7.57		1	2	1	8	5	CVCVVCVV	VCVVC	0	2	8	5	e-Ro-ik	3	V-CV-VC	euqïoréh	kioRe	hé-roï-que	ADJ	100	12	2.7	1.85	héro-ique	2
		imaginant	imaZin@	imaginer	VER			194.29	241.15	0.78	7.57	par:pre;	2	2	0	9	7	VCVCVCVCC	VCVCVCV	2	4	8	7	i-ma-Zi-n@	4	V-CV-CV-CV	tnanigami	@niZami	i-ma-gi-nant	ADJ,VER	100	29	2.4	1.85	imaginer	1
		inconnue	5kony	inconnu	NOM	f	s	24.25	40.41	4.92	7.57		2	8	0	8	5	VCCVCCVV	VCVCV	1	0	0	5	5-ko-ny	3	V-CV-CV	eunnocni	ynok5	in-con-nue	ADJ,NOM	95	24	2.45	1.95	in-connu	2
		instantanément	5st@tanem@	instantanément	ADV			2.15	7.57	2.15	7.57		1	1	1	14	10	VCCCVCCVCVCVCC	VCCVCVCVCV	0	0	11	9	5s-t@-ta-ne-m@	5	VC-CV-CV-CV-CV	tneménatnatsni	@menat@ts5	ins-tan-ta-né-ment	ADV			4.9	4.4	instantanément	1
		institution	5stitysj§	institution	NOM	f	s	9.41	17.23	6.23	7.57		1	2	1	11	9	VCCCVCVCVVC	VCCVCVCYV	0	0	11	9	5s-ti-ty-sj§	4	VC-CV-CV-CYV	noitutitsni	§jsytits5	ins-ti-tu-tion	NOM	100	19	2.7	2.7	instituer-ion	2
		inépuisable	inep8izabl	inépuisable	ADJ		s	0.97	9.53	0.68	7.57		1	2	1	11	10	VCVCVVCVCCV	VCVCYVCVCC	0	0	11	10	i-ne-p8i-zabl	4	V-CV-CYV-CVCC	elbasiupéni	lbazi8peni	i-n-épui-sa-ble	ADJ	95	22	3.25	3.6	in-é-puits-able	4
		jurer	ZyRe	jurer	VER			148.41	81.76	7.58	7.57	ind:pre:2p;inf;	1	13	1	5	4	CVCVC	CVCV	7	18	4	4	Zy-Re	2	CV-CV	reruj	eRyZ	ju-rer	VER	100	21	1.55	1	jurer	1
		loisirs	lwaziR	loisir	NOM	m	p	5.09	20.81	2.68	7.57		1	2	0	7	6	CVVCVCC	CYVCVC	0	2	0	6	lwa-ziR	2	CYV-CVC	srisiol	Rizawl	loi-sirs	NOM	100	25	2.35	1.9	loisir	1
		louer	lwe	louer	VER			48.08	29.46	15.03	7.57	inf;;	1	11	1	5	3	CVVVC	CYV	13	15	5	3	lwe	1	CYV	reuol	ewl	louer	VER	94	19	1	1.15	louer	1
		malédiction	malediksj§	malédiction	NOM	f	s	14.17	9.46	13.27	7.57		1	2	1	11	10	CVCVCVCCVVC	CVCVCVCCYV	0	0	5	5	ma-le-dik-sj§	4	CV-CV-CVC-CYV	noitcidélam	§jskidelam	ma-lé-dic-tion	NOM	95	20	3.6	3.75	mal-é-dicter-ion	4
		mangeant	m@Z@	manger	VER			467.82	280.61	3.13	7.57	par:pre;	1	1	0	8	4	CVCCVVCC	CVCV	3	12	0	0	m@-Z@	2	CV-CV	tnaegnam	@Z@m	man-geant	VER	100	20	1.8	1.35	manger	1
		mènent	mEn	mener	VER			99.86	137.7	6.42	7.57	ind:pre:3p;	1	3	0	6	3	CVCVCC	CVC	1	24	0	0	mEn	1	CVC	tnenèm	nEm	mè-nent	VER	100	18	1.9	1	mener	1
		naissait	nEsE	naître	VER			116.11	119.32	0.24	7.57	ind:imp:3s;	1	3	0	8	4	CVVCCVVC	CVCV	6	11	0	0	nE-sE	2	CV-CV	tiassian	EsEn	nais-sait	VER	100	18	1.7	1.35	naître	1
		or	OR	or	ADJ			3.42	7.57	3.42	7.57		3	8	1	2	2	VC	VC	7	16	2	2	OR	1	VC	ro	RO	or	ADJ,CON,NOM			1.3	1	or	1
		oranges	oR@Z	orange	NOM		p	16.29	19.59	4.73	7.57		1	3	0	7	4	VCVCCVC	VCVC	6	7	0	4	o-R@Z	2	V-CVC	segnaro	Z@Ro	o-ran-ges	NOM	94	19	1.45	1.5	orange	1
		percé	pERse	percer	VER	m	s	15.77	42.03	3.67	7.57	par:pas;	2	9	0	5	5	CVCCV	CVCCV	6	15	5	5	pER-se	2	CVC-CV	écrep	esREp	per-cé	VER,NOM	100	22	1.55	1.1	percer	1
		publiquement	pyblik°m@	publiquement	ADV			2.47	7.57	2.47	7.57		1	1	1	12	9	CVCCVCVVCVCC	CVCCVCVCV	0	0	6	7	py-bli-k°-m@	4	CV-CCV-CV-CV	tnemeuqilbup	@m°kilbyp	pu-bli-que-ment	ADV			3.4		publiquement	1
		range	R@Z	ranger	VER			47.67	67.91	17.59	7.57	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	3	0	5	3	CVCCV	CVC	7	14	0	0	R@Z	1	CVC	egnar	Z@R	ran-ge	VER	100	16	1.1	1	ranger	1
		rapprochait	RapRoSE	rapprocher	VER			25.18	54.66	0.69	7.57	ind:imp:3s;	1	4	0	11	7	CVCCCVCCVVC	CVCCVCV	2	6	0	0	Ra-pRo-SE	3	CV-CCV-CV	tiahcorppar	ESoRpaR	rap-pro-chait	VER	100	24	2.1	1.6	rapprocher	1
		respirant	REspiR@	respirer	VER			76.08	102.43	0.69	7.57	par:pre;	1	1	0	9	7	CVCCVCVCC	CVCCVCV	2	4	0	0	REs-pi-R@	3	CVC-CV-CV	tnaripser	@RipsER	res-pi-rant	VER	100	18	2.15	1.75	respirer	1
		revienne	R°vjEn	revenir	VER			618.62	490.54	14.99	7.57	sub:pre:1s;sub:pre:3s;	1	3	0	8	6	CVCVVCCV	CVCYVC	2	2	0	0	R°-vjEn	2	CV-CYVC	enneiver	nEjv°R	re-vien-ne	VER	100	27	2	1.85	revenir	1
		secousses	s°kus	secousse	NOM	f	p	2.59	16.28	1.15	7.57		1	2	0	9	5	CVCVVCCVC	CVCVC	0	2	0	5	s°-kus	2	CV-CVC	sessuoces	suk°s	se-cous-ses	NOM	90	22	2.6	1.85	secousse	1
		signe	siN	signer	VER			98.19	55.81	15.28	7.57	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	2	7	0	5	3	CVCCV	CVC	9	16	5	3	siN	1	CVC	engis	Nis	si-gne	NOM,VER	100	24	1.2	1	signer	1
		singes	s5Z	singe	NOM	m	p	35.48	22.57	13.9	7.57		3	6	0	6	3	CVCCVC	CVC	5	7	6	3	s5Z	1	CVC	segnis	Z5s	sin-ges	NOM,VER,ADJ	100	24	1.6	1.35	singe	1
		sordide	sORdid	sordide	ADJ		s	6.37	10.95	4.39	7.57		1	2	1	7	6	CVCCVCV	CVCCVC	0	0	7	6	sOR-did	2	CVC-CVC	edidros	didROs	sor-di-de	ADJ	95	21	2.4	2	sordide	1
		sorte	sORt	sortir	VER			884.26	627.57	18.3	7.57	sub:pre:1s;sub:pre:3s;	2	5	0	5	4	CVCCV	CVCC	8	11	5	4	sORt	1	CVCC	etros	tROs	sor-te	NOM,VER	100	24	1.35	1.05	sortir	1
		sous-bois	subwa	sous-bois	NOM	m		0.49	7.57	0.49	7.57		1	1	1	9	5	CVVC-CVVC	CVCYV	0	2	7	4	su-bwa	2	CV-CYV	siob-suos	awbus	sous-bois	NOM			3.3	1.9	sous-bois	2
		surlendemain	syRl@d°m5	surlendemain	NOM	m	s	0.35	7.57	0.35	7.57		1	1	1	12	9	CVCCVCCVCVVC	CVCCVCVCV	0	0	5	5	syR-l@-d°-m5	4	CVC-CV-CV-CV	niamednelrus	5m°d@lRys	sur-len-de-main	NOM	100	18	4.85		sur-lendemain	2
		tomates	tomat	tomate	NOM	f	p	20.77	13.31	12.89	7.57		1	2	0	7	5	CVCVCVC	CVCVC	0	1	0	5	to-mat	2	CV-CVC	setamot	tamot	to-ma-tes	NOM	100	21	1.9	1.8	tomate	1
		transition	tR@zisj§	transition	NOM	f	s	3.68	8.78	3.45	7.57		1	2	1	10	8	CCVCCVCVVC	CCVCVCYV	0	0	10	8	tR@-zi-sj§	3	CCV-CV-CYV	noitisnart	§jsiz@Rt	tran-si-tion	NOM	96	29	2.65	2.6	transit-ion	2
		traversent	tRavERs	traverser	VER			72.26	200.81	3.32	7.57	ind:pre:3p;	1	5	0	10	7	CCVCVCCVCC	CCVCVCC	1	0	0	7	tRa-vERs	2	CCV-CVCC	tnesrevart	sREvaRt	tra-ver-sent	VER	100	26	2.2	1.65	traverser	1
		tremblant	tR@bl@	trembler	VER			34.13	94.05	1.3	7.57	par:pre;	2	3	0	9	6	CCVCCCVCC	CCVCCV	2	5	7	6	tR@-bl@	2	CCV-CCV	tnalbmert	@lb@Rt	trem-blant	ADJ,VER	95	24	1.95	1.65	trembler	1
		verrons	veR§	voir	VER			4119.43	2401.76	13.26	7.57	ind:fut:1p;	1	2	0	7	4	CVCCVCC	CVCV	7	9	0	0	ve-R§	2	CV-CV	snorrev	§Rev	ver-rons	VER	94	19	1.55	1.5	voir	1
		verse	vERs	verser	VER			31.2	53.99	7.5	7.57	imp:pre:2s;ind:pre:1s;ind:pre:3s;	2	5	0	5	4	CVCCV	CVCC	11	16	5	4	vERs	1	CVCC	esrev	sREv	ver-se	NOM,VER	95	23	1.1	1	verser	1
		vingt-trois	v5ttRwa	vingt-trois	ADJ:num			2.08	7.57	2.08	7.57		1	1	1	11	7	CVCCC-CCVVC	CVCCCYV	0	0	11	7	v5t-tRwa	2	CVC-CCYV	siort-tgniv	awRtt5v	vingt-trois	ADJ:num			4.8	3.15	vingt-trois-:num	3
		vue	vy	vu	ADJ	f	s	49.53	32.23	4.38	7.57		3	11	0	3	2	CVV	CV	15	24	3	2	vy	1	CV	euv	yv	vue	VER,ADJ,NOM			1.1	1	vu	1
		véritables	veRitabl	véritable	ADJ		p	29.36	56.08	2.58	7.57		1	2	0	10	8	CVCVCVCCVC	CVCVCVCC	0	0	0	8	ve-Ri-tabl	3	CV-CV-CVCC	selbatirév	lbatiRev	vé-ri-ta-bles	ADJ	96	28	2.7	2.65	vér-ité-able	3
		évitait	evitE	éviter	VER			87.47	110.47	0.74	7.57	ind:imp:3s;	1	4	0	7	5	VCVCVVC	VCVCV	3	10	0	0	e-vi-tE	3	V-CV-CV	tiativé	Etive	é-vi-tait	VER	100	18	1.8	1.35	éviter	1
		approuve	apRuv	approuver	VER			15.39	36.08	4.44	7.5	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	1	3	0	8	5	VCCCVVCV	VCCVC	2	1	0	0	a-pRuv	2	V-CCVC	evuorppa	vuRpa	ap-prou-ve	VER	96	31	1.85	1.65	approuver	1
		apprécie	apResi	apprécier	VER			77.21	44.12	32.23	7.5	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	3	0	8	6	VCCCVCVV	VCCVCV	2	1	0	0	a-pRe-si	3	V-CCV-CV	eicérppa	iseRpa	ap-pré-cie	VER	100	15	2	1.9	apprécier	1
		avancent	av@s	avancer	VER			95.62	195	4.63	7.5	ind:pre:3p;	1	5	0	8	4	VCVCCVCC	VCVC	0	1	0	4	a-v@s	2	V-CVC	tnecnava	s@va	a-van-cent	VER	100	28	2	1.65	avancer	1
		avoua	avwa	avouer	VER			61.56	96.22	0.33	7.5	ind:pas:3s;	1	4	0	5	4	VCVVV	VCYV	2	9	0	0	a-vwa	2	V-CYV	auova	awva	a-voua	VER	92	25	1.75	1.3	avouer	1
		brillent	bRij	briller	VER			28.91	81.22	3.93	7.5	ind:pre:3p;	1	3	0	8	4	CCVCCVCC	CCVY	4	16	0	0	bRij	1	CCVY	tnellirb	jiRb	bril-lent	VER	100	20	1.75	1	briller	1
		cheveu	S°v2	cheveu	NOM	m	s	121.27	270.68	5.11	7.5		1	2	1	6	4	CCVCVV	CVCV	1	4	6	4	S°-v2	2	CV-CV	uevehc	2v°S	che-veu	NOM	95	24	1.85	1.8	cheveu	1
		châtiment	Satim@	châtiment	NOM	m	s	7.54	9.12	6.62	7.5		1	2	1	9	6	CCVCVCVCC	CVCVCV	0	1	6	5	Sa-ti-m@	3	CV-CV-CV	tnemitâhc	@mitaS	châ-ti-ment	NOM	93	15	2.7	1.95	châtiment	1
		compagnes	k§paN	compagnon	NOM	f	p	22.2	80	1.12	7.5		1	2	0	9	5	CVCCVCCVC	CVCVC	1	2	0	0	k§-paN	2	CV-CVC	sengapmoc	Nap§k	com-pa-gnes	NOM	95	22	2	1.7	compagnon	1
